  4263 1495299171.13614: Loading Connection 'network_cli' from /usr/lib/python2.7/dist-packages/ansible/plugins/connection/network_cli.py
  4263 1495299171.13994: Loading ShellModule 'csh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/csh.py
  4263 1495299171.14062: Loading ShellModule 'fish' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/fish.py
  4263 1495299171.14117: Loading ShellModule 'powershell' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/powershell.py
  4263 1495299171.14135: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py
  4263 1495299171.14208: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
  4263 1495299171.46134: Loading TerminalModule 'ios' from /usr/lib/python2.7/dist-packages/ansible/plugins/terminal/ios.py
2017-05-20 16:53:21,257 p=4291 u=vagrant |    4291 1495299201.25655: starting run
2017-05-20 17:00:32,981 p=4687 u=vagrant |  socket operation is EXEC
2017-05-20 17:00:37,927 p=4683 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:37,950 p=4668 u=vagrant |  ok: [E1]
2017-05-20 17:00:38,184 p=4822 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 17:00:38,186 p=4822 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 17:00:38,187 p=4822 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:00:38,187 p=4822 u=vagrant |  using connection plugin network_cli
2017-05-20 17:00:39,781 p=4684 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:39,799 p=4668 u=vagrant |  ok: [E2]
2017-05-20 17:00:40,193 p=4822 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:00:40,200 p=4822 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:00:40,200 p=4822 u=vagrant |  connection established to 172.16.1.122 in 0:00:02.013717
2017-05-20 17:00:41,178 p=4822 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:00:41,179 p=4822 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:00:41,180 p=4822 u=vagrant |  updating play_context for connection
2017-05-20 17:00:41,180 p=4822 u=vagrant |  socket operation is EXEC
2017-05-20 17:00:41,180 p=4822 u=vagrant |  attempting to open shell to device
2017-05-20 17:00:41,776 p=4822 u=vagrant |  shell successfully opened
2017-05-20 17:00:41,776 p=4822 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:41,935 p=4822 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:00:41,935 p=4822 u=vagrant |  socket operation is EXEC
2017-05-20 17:00:42,199 p=4687 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:42,218 p=4668 u=vagrant |  ok: [E4]
2017-05-20 17:00:42,229 p=4685 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:42,250 p=4668 u=vagrant |  ok: [PE1]
2017-05-20 17:00:42,304 p=4686 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:42,329 p=4668 u=vagrant |  ok: [E3]
2017-05-20 17:00:44,809 p=4822 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:00:44,831 p=4668 u=vagrant |  ok: [PE2]
2017-05-20 17:00:44,835 p=4668 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 17:00:44,835 p=4668 u=vagrant |  E1                         : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:00:44,836 p=4668 u=vagrant |  E2                         : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:00:44,836 p=4668 u=vagrant |  E3                         : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:00:44,837 p=4668 u=vagrant |  E4                         : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:00:44,837 p=4668 u=vagrant |  PE1                        : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:00:44,838 p=4668 u=vagrant |  PE2                        : ok=1    changed=0    unreachable=0    failed=0   
2017-05-20 17:01:07,933 p=4683 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:07,934 p=4683 u=vagrant |  closing shell on device
2017-05-20 17:01:07,934 p=4683 u=vagrant |  shutting down control socket, connection was active for 0:00:38.113062 secs
2017-05-20 17:01:07,934 p=4683 u=vagrant |  closing connection
2017-05-20 17:01:07,934 p=4683 u=vagrant |  closing shell on device
2017-05-20 17:01:09,786 p=4684 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:09,787 p=4684 u=vagrant |  closing shell on device
2017-05-20 17:01:09,787 p=4684 u=vagrant |  shutting down control socket, connection was active for 0:00:39.900265 secs
2017-05-20 17:01:09,788 p=4684 u=vagrant |  closing connection
2017-05-20 17:01:09,788 p=4684 u=vagrant |  closing shell on device
2017-05-20 17:01:12,206 p=4687 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:12,207 p=4687 u=vagrant |  closing shell on device
2017-05-20 17:01:12,207 p=4687 u=vagrant |  shutting down control socket, connection was active for 0:00:42.150078 secs
2017-05-20 17:01:12,207 p=4687 u=vagrant |  closing connection
2017-05-20 17:01:12,208 p=4687 u=vagrant |  closing shell on device
2017-05-20 17:01:12,233 p=4685 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:12,233 p=4685 u=vagrant |  closing shell on device
2017-05-20 17:01:12,235 p=4685 u=vagrant |  shutting down control socket, connection was active for 0:00:42.289360 secs
2017-05-20 17:01:12,235 p=4685 u=vagrant |  closing connection
2017-05-20 17:01:12,235 p=4685 u=vagrant |  closing shell on device
2017-05-20 17:01:12,310 p=4686 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:12,310 p=4686 u=vagrant |  closing shell on device
2017-05-20 17:01:12,312 p=4686 u=vagrant |  shutting down control socket, connection was active for 0:00:42.333259 secs
2017-05-20 17:01:12,313 p=4686 u=vagrant |  closing connection
2017-05-20 17:01:12,313 p=4686 u=vagrant |  closing shell on device
2017-05-20 17:01:14,814 p=4822 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:01:14,814 p=4822 u=vagrant |  closing shell on device
2017-05-20 17:01:14,815 p=4822 u=vagrant |  shutting down control socket, connection was active for 0:00:36.628273 secs
2017-05-20 17:01:14,815 p=4822 u=vagrant |  closing connection
2017-05-20 17:01:14,815 p=4822 u=vagrant |  closing shell on device
2017-05-20 17:03:10,246 p=4874 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 17:03:10,269 p=4874 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 17:03:11,537 p=4889 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 17:03:11,540 p=4889 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 17:03:11,540 p=4889 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:11,540 p=4889 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:11,543 p=4890 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 17:03:11,543 p=4890 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 17:03:11,544 p=4890 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:11,544 p=4890 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:11,604 p=4892 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 17:03:11,604 p=4892 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 17:03:11,604 p=4892 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:11,604 p=4892 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:11,631 p=4891 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 17:03:11,632 p=4891 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 17:03:11,632 p=4891 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:11,632 p=4891 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:11,704 p=4893 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 17:03:11,705 p=4893 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 17:03:11,705 p=4893 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:11,705 p=4893 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:12,154 p=4890 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:12,159 p=4890 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:12,160 p=4890 u=vagrant |  connection established to 172.16.1.111 in 0:00:00.615936
2017-05-20 17:03:12,230 p=4889 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:12,235 p=4889 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:12,235 p=4889 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.694887
2017-05-20 17:03:12,284 p=4891 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:12,290 p=4891 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:12,290 p=4891 u=vagrant |  connection established to 172.16.1.112 in 0:00:00.658209
2017-05-20 17:03:12,340 p=4893 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:12,344 p=4892 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:12,349 p=4892 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:12,349 p=4892 u=vagrant |  connection established to 172.16.1.120 in 0:00:00.744941
2017-05-20 17:03:12,351 p=4893 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:12,351 p=4893 u=vagrant |  connection established to 172.16.1.121 in 0:00:00.645997
2017-05-20 17:03:12,511 p=4890 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:12,511 p=4890 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:12,512 p=4890 u=vagrant |  updating play_context for connection
2017-05-20 17:03:12,512 p=4890 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:12,512 p=4890 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:12,516 p=4889 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:12,516 p=4889 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:12,517 p=4889 u=vagrant |  updating play_context for connection
2017-05-20 17:03:12,517 p=4889 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:12,517 p=4889 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:12,603 p=4892 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:12,604 p=4892 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:12,604 p=4892 u=vagrant |  updating play_context for connection
2017-05-20 17:03:12,605 p=4892 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:12,605 p=4892 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:12,616 p=4891 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:12,616 p=4891 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:12,616 p=4891 u=vagrant |  updating play_context for connection
2017-05-20 17:03:12,617 p=4891 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:12,617 p=4891 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:12,651 p=4889 u=vagrant |  shell successfully opened
2017-05-20 17:03:12,652 p=4889 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:12,686 p=4893 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:12,687 p=4893 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:12,687 p=4893 u=vagrant |  updating play_context for connection
2017-05-20 17:03:12,687 p=4893 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:12,687 p=4893 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:12,741 p=4890 u=vagrant |  shell successfully opened
2017-05-20 17:03:12,741 p=4890 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:12,865 p=4892 u=vagrant |  shell successfully opened
2017-05-20 17:03:12,865 p=4892 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:12,879 p=4891 u=vagrant |  shell successfully opened
2017-05-20 17:03:12,880 p=4891 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:12,913 p=4893 u=vagrant |  shell successfully opened
2017-05-20 17:03:12,913 p=4893 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:13,594 p=4890 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:13,595 p=4890 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:13,609 p=4889 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:13,609 p=4889 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:13,663 p=4891 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:13,663 p=4891 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:13,670 p=4892 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:13,670 p=4892 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:13,675 p=4893 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:13,675 p=4893 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:20,689 p=4892 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:20,713 p=4874 u=vagrant |  ok: [E3]
2017-05-20 17:03:20,889 p=4891 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:20,915 p=4889 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:20,941 p=4874 u=vagrant |  ok: [PE1]
2017-05-20 17:03:20,963 p=4874 u=vagrant |  ok: [E1]
2017-05-20 17:03:20,993 p=4890 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:21,048 p=4874 u=vagrant |  ok: [E2]
2017-05-20 17:03:21,051 p=5029 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 17:03:21,051 p=5029 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 17:03:21,052 p=5029 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:03:21,052 p=5029 u=vagrant |  using connection plugin network_cli
2017-05-20 17:03:21,318 p=4893 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:21,337 p=4874 u=vagrant |  ok: [E4]
2017-05-20 17:03:21,570 p=5029 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:03:21,579 p=5029 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:03:21,579 p=5029 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.526953
2017-05-20 17:03:22,035 p=5029 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:22,035 p=5029 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:03:22,036 p=5029 u=vagrant |  updating play_context for connection
2017-05-20 17:03:22,036 p=5029 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:22,036 p=5029 u=vagrant |  attempting to open shell to device
2017-05-20 17:03:22,163 p=5029 u=vagrant |  shell successfully opened
2017-05-20 17:03:22,163 p=5029 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:22,276 p=5029 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:03:22,276 p=5029 u=vagrant |  socket operation is EXEC
2017-05-20 17:03:24,339 p=5029 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:03:24,357 p=4874 u=vagrant |  ok: [PE2]
2017-05-20 17:03:24,362 p=4874 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 17:03:26,470 p=4874 u=vagrant |  changed: [E1 -> localhost]
2017-05-20 17:03:26,478 p=4874 u=vagrant |  changed: [PE1 -> localhost]
2017-05-20 17:03:26,482 p=4874 u=vagrant |  changed: [E4 -> localhost]
2017-05-20 17:03:26,484 p=4874 u=vagrant |  changed: [E2 -> localhost]
2017-05-20 17:03:26,490 p=4874 u=vagrant |  changed: [E3 -> localhost]
2017-05-20 17:03:26,827 p=4874 u=vagrant |  changed: [PE2 -> localhost]
2017-05-20 17:03:26,831 p=4874 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 17:03:26,832 p=4874 u=vagrant |  E1                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:26,832 p=4874 u=vagrant |  E2                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:26,833 p=4874 u=vagrant |  E3                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:26,833 p=4874 u=vagrant |  E4                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:26,834 p=4874 u=vagrant |  PE1                        : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:26,835 p=4874 u=vagrant |  PE2                        : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:03:50,695 p=4892 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:50,695 p=4892 u=vagrant |  closing shell on device
2017-05-20 17:03:50,695 p=4892 u=vagrant |  shutting down control socket, connection was active for 0:00:39.091118 secs
2017-05-20 17:03:50,696 p=4892 u=vagrant |  closing connection
2017-05-20 17:03:50,696 p=4892 u=vagrant |  closing shell on device
2017-05-20 17:03:50,891 p=4891 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:50,891 p=4891 u=vagrant |  closing shell on device
2017-05-20 17:03:50,892 p=4891 u=vagrant |  shutting down control socket, connection was active for 0:00:39.259920 secs
2017-05-20 17:03:50,892 p=4891 u=vagrant |  closing connection
2017-05-20 17:03:50,892 p=4891 u=vagrant |  closing shell on device
2017-05-20 17:03:50,918 p=4889 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:50,918 p=4889 u=vagrant |  closing shell on device
2017-05-20 17:03:50,919 p=4889 u=vagrant |  shutting down control socket, connection was active for 0:00:39.378635 secs
2017-05-20 17:03:50,919 p=4889 u=vagrant |  closing connection
2017-05-20 17:03:50,919 p=4889 u=vagrant |  closing shell on device
2017-05-20 17:03:50,994 p=4890 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:50,994 p=4890 u=vagrant |  closing shell on device
2017-05-20 17:03:50,994 p=4890 u=vagrant |  shutting down control socket, connection was active for 0:00:39.450581 secs
2017-05-20 17:03:50,994 p=4890 u=vagrant |  closing connection
2017-05-20 17:03:50,994 p=4890 u=vagrant |  closing shell on device
2017-05-20 17:03:51,323 p=4893 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:51,323 p=4893 u=vagrant |  closing shell on device
2017-05-20 17:03:51,324 p=4893 u=vagrant |  shutting down control socket, connection was active for 0:00:39.618741 secs
2017-05-20 17:03:51,324 p=4893 u=vagrant |  closing connection
2017-05-20 17:03:51,324 p=4893 u=vagrant |  closing shell on device
2017-05-20 17:03:54,346 p=5029 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:03:54,346 p=5029 u=vagrant |  closing shell on device
2017-05-20 17:03:54,347 p=5029 u=vagrant |  shutting down control socket, connection was active for 0:00:33.294852 secs
